mx,my,mz
-0.0129126,-0.0132486,0.0678184
0.0583696,-0.0038573,-0.0597754
-0.124189,0.0345548,0.0251748
0.121523,-0.0554395,0.0590914
-0.0459724,0.0402791,-0.0970976
-0.033512,0.0293618,-0.0707801
-0.0241257,-0.0247536,0.126712
0.101934,-0.00673623,-0.104389
-0.108485,0.0301854,0.0219915
0.0584877,-0.0266825,0.02844
0.109278,-0.0498533,0.0531372
-0.058524,0.0512763,-0.123608
-0.0210751,-0.0216235,0.110689
0.0490599,-0.00324208,-0.0502415
-0.0790812,0.0220039,0.0160309
-0.138104,0.0384267,0.0279957
0.0954601,-0.0435495,0.0464181
-0.028167,0.0246787,-0.059491
-0.0153629,-0.0157627,0.0806878
0.0916633,-0.00605748,-0.093871
0.0800727,-0.00529152,-0.0820012
-0.0664681,0.0184944,0.0134741
0.0695864,-0.0317458,0.0338369
-0.052627,0.0461096,-0.111153
-0.0268291,-0.0275273,0.14091
